artifact_id,image,rank,source_type,accession_number,score,oxford_type,oxford_image,pitts_description,oxford_description,reasons
fig_166,fig_166.jpg,3,head,1991.13.5,26,head,1991.13.5.png,"Coral whip or whisk, probably a badge of office. The lips are very thick and the nose broad. Four tags, two of which are ornamented with crocodiles embroidered with metal. Figs. 16V and 168.-Ivory carved tusk, 3 feet 6 inches long from bottom to point. Band at bottom with reticulated or square-shaped ornament, probably Commencing from the bottom, the derived from interlacing bands. ornamentation consists of:-A coiled serpent, tail in mouth. Leopard's Human figures standing, one having a cross on head and human head. breast, and a key or axe-shaped object in left hand similar to the bronze figure. Figs. 90 and 91, Plate XV; staff in right hand. Elephant's head with tusks, jaroboscis terminating in a sash round waist. human hand. Human figure with spear in left hand, shield in right hand. Human figure upholding broad leaf-shaped Bird standing on pedestal. sword in right hand ; bell on neck ; pedestal on top of head ; feather in cap. Human figure. Figure holding",Ivory commemorative head with eyes inlaid with bronze,same primary type: head | shared material: bronze; ivory
fig_166,fig_166.jpg,4,head,1900.39.7,23,head,1900.39.7.png,"Coral whip or whisk, probably a badge of office. The lips are very thick and the nose broad. Four tags, two of which are ornamented with crocodiles embroidered with metal. Figs. 16V and 168.-Ivory carved tusk, 3 feet 6 inches long from bottom to point. Band at bottom with reticulated or square-shaped ornament, probably Commencing from the bottom, the derived from interlacing bands. ornamentation consists of:-A coiled serpent, tail in mouth. Leopard's Human figures standing, one having a cross on head and human head. breast, and a key or axe-shaped object in left hand similar to the bronze figure. Figs. 90 and 91, Plate XV; staff in right hand. Elephant's head with tusks, jaroboscis terminating in a sash round waist. human hand. Human figure with spear in left hand, shield in right hand. Human figure upholding broad leaf-shaped Bird standing on pedestal. sword in right hand ; bell on neck ; pedestal on top of head ; feather in cap. Human figure. Figure holding",Bronze hip-ornament mask depicting a ram’s head,same primary type: head | shared material: bronze
fig_166,fig_166.jpg,5,head,1966.13.1,23,head,1966.13.1_1.png,"Coral whip or whisk, probably a badge of office. The lips are very thick and the nose broad. Four tags, two of which are ornamented with crocodiles embroidered with metal. Figs. 16V and 168.-Ivory carved tusk, 3 feet 6 inches long from bottom to point. Band at bottom with reticulated or square-shaped ornament, probably Commencing from the bottom, the derived from interlacing bands. ornamentation consists of:-A coiled serpent, tail in mouth. Leopard's Human figures standing, one having a cross on head and human head. breast, and a key or axe-shaped object in left hand similar to the bronze figure. Figs. 90 and 91, Plate XV; staff in right hand. Elephant's head with tusks, jaroboscis terminating in a sash round waist. human hand. Human figure with spear in left hand, shield in right hand. Human figure upholding broad leaf-shaped Bird standing on pedestal. sword in right hand ; bell on neck ; pedestal on top of head ; feather in cap. Human figure. Figure holding",Bronze head,same primary type: head | shared material: bronze
fig_170,fig_170.jpg,1,bracelet,1900.74.3,20,bracelet,1900.74.3.png,"Ivory bracelet, rudely carved, with representations of leopards' and elephants' heads and perhaps the vestiges of the mud-fish.",Bronze bracelet,same primary type: bracelet
fig_170,fig_170.jpg,2,bracelet,1909.67.22,20,bracelet,1909.67.22.png,"Ivory bracelet, rudely carved, with representations of leopards' and elephants' heads and perhaps the vestiges of the mud-fish.",Bronze bracelet,same primary type: bracelet
fig_170,fig_170.jpg,3,bracelet,1909.67.25,20,bracelet,1909.67.25.png,"Ivory bracelet, rudely carved, with representations of leopards' and elephants' heads and perhaps the vestiges of the mud-fish.",Pair of bronze anklets,same primary type: bracelet
fig_170,fig_170.jpg,4,bracelet,1909.67.26,20,bracelet,1909.67.25.png,"Ivory bracelet, rudely carved, with representations of leopards' and elephants' heads and perhaps the vestiges of the mud-fish.",Pair of bronze anklets,same primary type: bracelet
fig_171,fig_171.jpg,1,bracelet,1900.74.3,20,bracelet,1900.74.3.png,"Carved ivory bracelet, representing a snake, the eyes inlaid.",Bronze bracelet,same primary type: bracelet
fig_171,fig_171.jpg,2,bracelet,1909.67.22,20,bracelet,1909.67.22.png,"Carved ivory bracelet, representing a snake, the eyes inlaid.",Bronze bracelet,same primary type: bracelet
fig_171,fig_171.jpg,3,bracelet,1909.67.25,20,bracelet,1909.67.25.png,"Carved ivory bracelet, representing a snake, the eyes inlaid.",Pair of bronze anklets,same primary type: bracelet
fig_171,fig_171.jpg,4,bracelet,1909.67.26,20,bracelet,1909.67.25.png,"Carved ivory bracelet, representing a snake, the eyes inlaid.",Pair of bronze anklets,same primary type: bracelet
fig_172,fig_172.jpg,1,bell,1900.39.10,20,bell,1900.39.10_1.png,"Ivory bell, or rattle. With clapper of ivory, consisting of an elephant's tusk point, with human head carved ; tribal marks over eyes. 164 165 166 167 PLATE 26. Antique Works of Art from Benin.",Bronze bell,same primary type: bell
fig_172,fig_172.jpg,2,bell,1900.39.11,20,bell,,"Ivory bell, or rattle. With clapper of ivory, consisting of an elephant's tusk point, with human head carved ; tribal marks over eyes. 164 165 166 167 PLATE 26. Antique Works of Art from Benin.",Bronze bell,same primary type: bell
fig_172,fig_172.jpg,3,bell,1901.53.4,20,bell,1901.53.4.png,"Ivory bell, or rattle. With clapper of ivory, consisting of an elephant's tusk point, with human head carved ; tribal marks over eyes. 164 165 166 167 PLATE 26. Antique Works of Art from Benin.",Bronze pellet bell,same primary type: bell
fig_172,fig_172.jpg,4,bell,1901.53.5,20,bell,,"Ivory bell, or rattle. With clapper of ivory, consisting of an elephant's tusk point, with human head carved ; tribal marks over eyes. 164 165 166 167 PLATE 26. Antique Works of Art from Benin.",Bronze pellet bell,same primary type: bell
fig_172,fig_172.jpg,5,bell,1901.53.6,20,bell,1901.53.6.png,"Ivory bell, or rattle. With clapper of ivory, consisting of an elephant's tusk point, with human head carved ; tribal marks over eyes. 164 165 166 167 PLATE 26. Antique Works of Art from Benin.",Bronze pellet bell,same primary type: bell
fig_176,fig_176.jpg,1,head,1900.39.7,20,head,1900.39.7.png,"Wooden head-dress. The horizontal bar appears to represent a shark with mouth and tail, ornamented with carved representations of The masks are animals and masks. The eyes of the large mask are formed Said to be from Benin, West Africa. quite characteristic of Benin art. 53 of the metal bases of cartridges, which proves it to be quite modern. similar in character to Fig. 183, Plate XXVII. It is perhaps Jekri, see a paper by Messrs. Granville and Ling Both in the "" Journ. Anthrop. Inst.,"" Vol. I, New Series, Plate VIII, Fig. 3. It is 54 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a ram’s head,same primary type: head
fig_176,fig_176.jpg,2,head,1900.39.8,20,head,1900.39.8_1.png,"Wooden head-dress. The horizontal bar appears to represent a shark with mouth and tail, ornamented with carved representations of The masks are animals and masks. The eyes of the large mask are formed Said to be from Benin, West Africa. quite characteristic of Benin art. 53 of the metal bases of cartridges, which proves it to be quite modern. similar in character to Fig. 183, Plate XXVII. It is perhaps Jekri, see a paper by Messrs. Granville and Ling Both in the "" Journ. Anthrop. Inst.,"" Vol. I, New Series, Plate VIII, Fig. 3. It is 54 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head
fig_176,fig_176.jpg,3,head,1900.39.9,20,head,1900.39.9.png,"Wooden head-dress. The horizontal bar appears to represent a shark with mouth and tail, ornamented with carved representations of The masks are animals and masks. The eyes of the large mask are formed Said to be from Benin, West Africa. quite characteristic of Benin art. 53 of the metal bases of cartridges, which proves it to be quite modern. similar in character to Fig. 183, Plate XXVII. It is perhaps Jekri, see a paper by Messrs. Granville and Ling Both in the "" Journ. Anthrop. Inst.,"" Vol. I, New Series, Plate VIII, Fig. 3. It is 54 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head
fig_176,fig_176.jpg,4,head,1966.13.1,20,head,1966.13.1_1.png,"Wooden head-dress. The horizontal bar appears to represent a shark with mouth and tail, ornamented with carved representations of The masks are animals and masks. The eyes of the large mask are formed Said to be from Benin, West Africa. quite characteristic of Benin art. 53 of the metal bases of cartridges, which proves it to be quite modern. similar in character to Fig. 183, Plate XXVII. It is perhaps Jekri, see a paper by Messrs. Granville and Ling Both in the "" Journ. Anthrop. Inst.,"" Vol. I, New Series, Plate VIII, Fig. 3. It is 54 Antique Works of Art from Benin.",Bronze head,same primary type: head
fig_176,fig_176.jpg,5,head,1967.45.1,20,head,1967.45.1.png,"Wooden head-dress. The horizontal bar appears to represent a shark with mouth and tail, ornamented with carved representations of The masks are animals and masks. The eyes of the large mask are formed Said to be from Benin, West Africa. quite characteristic of Benin art. 53 of the metal bases of cartridges, which proves it to be quite modern. similar in character to Fig. 183, Plate XXVII. It is perhaps Jekri, see a paper by Messrs. Granville and Ling Both in the "" Journ. Anthrop. Inst.,"" Vol. I, New Series, Plate VIII, Fig. 3. It is 54 Antique Works of Art from Benin.",Terracotta head,same primary type: head
fig_178,fig_178.jpg,1,tusk,1938.34.94,23,tusk,1938.34.94_1.png,"Ivory trumpet, made of the j)oint of an elephant's tusk. Mouth-hole on The butt end is ornamented with two snakes in two the convex side. bands, tails in mouths.",Ivory side-blast trumpet,same primary type: tusk | shared material: ivory
fig_178,fig_178.jpg,2,tusk,1991.13.1,23,tusk,1991.13.1_3.png,"Ivory trumpet, made of the j)oint of an elephant's tusk. Mouth-hole on The butt end is ornamented with two snakes in two the convex side. bands, tails in mouths.",Carved ivory tusk burnt in the fires during the desecration of Benin City,same primary type: tusk | shared material: ivory
fig_178,fig_178.jpg,3,tusk,1991.13.2,23,tusk,1991.13.1_3.png,"Ivory trumpet, made of the j)oint of an elephant's tusk. Mouth-hole on The butt end is ornamented with two snakes in two the convex side. bands, tails in mouths.",Carved ivory tusk,same primary type: tusk | shared material: ivory
fig_178,fig_178.jpg,4,tusk,1991.13.20,23,tusk,1991.13.20.png,"Ivory trumpet, made of the j)oint of an elephant's tusk. Mouth-hole on The butt end is ornamented with two snakes in two the convex side. bands, tails in mouths.",Side-blown ivory trumpet,same primary type: tusk | shared material: ivory
fig_178,fig_178.jpg,5,tusk,1991.13.28,23,tusk,1991.13.28.png,"Ivory trumpet, made of the j)oint of an elephant's tusk. Mouth-hole on The butt end is ornamented with two snakes in two the convex side. bands, tails in mouths.",Ivory side-blown trumpet (fragment),same primary type: tusk | shared material: ivory
fig_179,fig_179.jpg,1,plaque,1908.65.1,27,plaque,1908.65.1.png,"Bronze plaque, with five figures; the central figure with coral choker, badge of rank, coral or agate head-dress with feather, and sash. Broad leaf-shaped sword upheld in right hand ; spear, point down, in left. Two boys, one with ivory trumpet, the other holding a brass box nearly similar to Figs. 122 and 123, Plate XXI. These objects have beeu described by Messrs. Read and Dalton as drums in their paper in the "" Journ. Anthrop. Inst.,"" Vol. XXVII, Plate XVIII, Fig. 4. Viewed as a drum, the pro- jecting flanges at top and bottom are not explained. Leopard's head on The left attendant is holding the same spear as the central figure, point down, Attendants carrying shields ; quadrangular bells on necks. girdle. as in Fig. 17, Plate IV. Head-dresses of attendants with ornaments of Ground ornamented with leaf-shaped foil ornaments incised.",Brass plaque with relief decoration depicting a leopard skin,same primary type: plaque | shared material: brass | shared feature: leopard
fig_179,fig_179.jpg,2,plaque,1899.86.12,23,plaque,1899.86.12.png,"Bronze plaque, with five figures; the central figure with coral choker, badge of rank, coral or agate head-dress with feather, and sash. Broad leaf-shaped sword upheld in right hand ; spear, point down, in left. Two boys, one with ivory trumpet, the other holding a brass box nearly similar to Figs. 122 and 123, Plate XXI. These objects have beeu described by Messrs. Read and Dalton as drums in their paper in the "" Journ. Anthrop. Inst.,"" Vol. XXVII, Plate XVIII, Fig. 4. Viewed as a drum, the pro- jecting flanges at top and bottom are not explained. Leopard's head on The left attendant is holding the same spear as the central figure, point down, Attendants carrying shields ; quadrangular bells on necks. girdle. as in Fig. 17, Plate IV. Head-dresses of attendants with ornaments of Ground ornamented with leaf-shaped foil ornaments incised.",Bronze plaque with the image of a serpent,same primary type: plaque | shared material: bronze
fig_179,fig_179.jpg,3,plaque,1900.39.1,23,plaque,1900.39.1.png,"Bronze plaque, with five figures; the central figure with coral choker, badge of rank, coral or agate head-dress with feather, and sash. Broad leaf-shaped sword upheld in right hand ; spear, point down, in left. Two boys, one with ivory trumpet, the other holding a brass box nearly similar to Figs. 122 and 123, Plate XXI. These objects have beeu described by Messrs. Read and Dalton as drums in their paper in the "" Journ. Anthrop. Inst.,"" Vol. XXVII, Plate XVIII, Fig. 4. Viewed as a drum, the pro- jecting flanges at top and bottom are not explained. Leopard's head on The left attendant is holding the same spear as the central figure, point down, Attendants carrying shields ; quadrangular bells on necks. girdle. as in Fig. 17, Plate IV. Head-dresses of attendants with ornaments of Ground ornamented with leaf-shaped foil ornaments incised.",Brass relief plaque depicting a human figure,same primary type: plaque | shared material: brass
fig_179,fig_179.jpg,4,plaque,1900.39.2,23,plaque,1900.39.2_1.png,"Bronze plaque, with five figures; the central figure with coral choker, badge of rank, coral or agate head-dress with feather, and sash. Broad leaf-shaped sword upheld in right hand ; spear, point down, in left. Two boys, one with ivory trumpet, the other holding a brass box nearly similar to Figs. 122 and 123, Plate XXI. These objects have beeu described by Messrs. Read and Dalton as drums in their paper in the "" Journ. Anthrop. Inst.,"" Vol. XXVII, Plate XVIII, Fig. 4. Viewed as a drum, the pro- jecting flanges at top and bottom are not explained. Leopard's head on The left attendant is holding the same spear as the central figure, point down, Attendants carrying shields ; quadrangular bells on necks. girdle. as in Fig. 17, Plate IV. Head-dresses of attendants with ornaments of Ground ornamented with leaf-shaped foil ornaments incised.",Brass relief plaque depicting a fish,same primary type: plaque | shared material: brass
fig_179,fig_179.jpg,5,plaque,1907.66.1,23,plaque,1907.66.1_1.png,"Bronze plaque, with five figures; the central figure with coral choker, badge of rank, coral or agate head-dress with feather, and sash. Broad leaf-shaped sword upheld in right hand ; spear, point down, in left. Two boys, one with ivory trumpet, the other holding a brass box nearly similar to Figs. 122 and 123, Plate XXI. These objects have beeu described by Messrs. Read and Dalton as drums in their paper in the "" Journ. Anthrop. Inst.,"" Vol. XXVII, Plate XVIII, Fig. 4. Viewed as a drum, the pro- jecting flanges at top and bottom are not explained. Leopard's head on The left attendant is holding the same spear as the central figure, point down, Attendants carrying shields ; quadrangular bells on necks. girdle. as in Fig. 17, Plate IV. Head-dresses of attendants with ornaments of Ground ornamented with leaf-shaped foil ornaments incised.",Brass plaque with relief decoration depicting three human figures,same primary type: plaque | shared material: brass
fig_180,fig_180.jpg,1,plaque,1899.86.12,23,plaque,1899.86.12.png,"Bronze plaque, representing the figure of a warrior, with unusually Quadrangular bell on neck and teeth formed helmet, apparently of metal. cowrie shells. necklace. point downwards, in Shield on right arm, and spear with square cap at butt end, The ground is ornamented with two left hand. half-moons and the usual leaf-shaped foil ornaments incised.",Bronze plaque with the image of a serpent,same primary type: plaque | shared material: bronze
fig_180,fig_180.jpg,2,plaque,2012.103.12,23,plaque,2012.103.12.png,"Bronze plaque, representing the figure of a warrior, with unusually Quadrangular bell on neck and teeth formed helmet, apparently of metal. cowrie shells. necklace. point downwards, in Shield on right arm, and spear with square cap at butt end, The ground is ornamented with two left hand. half-moons and the usual leaf-shaped foil ornaments incised.",Rectangular bronze plaque with fish motif,same primary type: plaque | shared material: bronze
fig_180,fig_180.jpg,3,plaque,2012.103.13,23,plaque,2012.103.13_1.png,"Bronze plaque, representing the figure of a warrior, with unusually Quadrangular bell on neck and teeth formed helmet, apparently of metal. cowrie shells. necklace. point downwards, in Shield on right arm, and spear with square cap at butt end, The ground is ornamented with two left hand. half-moons and the usual leaf-shaped foil ornaments incised.",Rectangular bronze plaque with three standing figures,same primary type: plaque | shared material: bronze
fig_180,fig_180.jpg,4,plaque,1900.39.1,20,plaque,1900.39.1.png,"Bronze plaque, representing the figure of a warrior, with unusually Quadrangular bell on neck and teeth formed helmet, apparently of metal. cowrie shells. necklace. point downwards, in Shield on right arm, and spear with square cap at butt end, The ground is ornamented with two left hand. half-moons and the usual leaf-shaped foil ornaments incised.",Brass relief plaque depicting a human figure,same primary type: plaque
fig_180,fig_180.jpg,5,plaque,1900.39.2,20,plaque,1900.39.2_1.png,"Bronze plaque, representing the figure of a warrior, with unusually Quadrangular bell on neck and teeth formed helmet, apparently of metal. cowrie shells. necklace. point downwards, in Shield on right arm, and spear with square cap at butt end, The ground is ornamented with two left hand. half-moons and the usual leaf-shaped foil ornaments incised.",Brass relief plaque depicting a fish,same primary type: plaque
fig_181,fig_181.jpg,1,plaque,1991.13.8,24,plaque,1991.13.8.png,"-Bronze plaque, rejiresenting three figures, the central one beating a drum The drum has pegs with knobs to with his fingers, and no drum-sticks. fasten down the skin, like Fig. 248, Plate XXXII, and similar to the Jekri I, New Series, drum figured Both the side figures Quadrangular bell on chest. hold sistri with two bells, like Figs. 76 to 78, Plate XII, upheld in their left Plate VIII, Fig. 5. Inst.,"" Vol. Anthrop. ""Journ. the in hands, which they are beating with sticks in then right hands. This plaque gives a fair idea of the kind of music used in Benin. 178 PLATE 27. Antique Works of Art from Benin. 55",Brass relief plaque depicting three figures,same primary type: plaque | shared feature: three figures
fig_181,fig_181.jpg,2,plaque,1899.86.12,23,plaque,1899.86.12.png,"-Bronze plaque, rejiresenting three figures, the central one beating a drum The drum has pegs with knobs to with his fingers, and no drum-sticks. fasten down the skin, like Fig. 248, Plate XXXII, and similar to the Jekri I, New Series, drum figured Both the side figures Quadrangular bell on chest. hold sistri with two bells, like Figs. 76 to 78, Plate XII, upheld in their left Plate VIII, Fig. 5. Inst.,"" Vol. Anthrop. ""Journ. the in hands, which they are beating with sticks in then right hands. This plaque gives a fair idea of the kind of music used in Benin. 178 PLATE 27. Antique Works of Art from Benin. 55",Bronze plaque with the image of a serpent,same primary type: plaque | shared material: bronze
fig_181,fig_181.jpg,3,plaque,2012.103.12,23,plaque,2012.103.12.png,"-Bronze plaque, rejiresenting three figures, the central one beating a drum The drum has pegs with knobs to with his fingers, and no drum-sticks. fasten down the skin, like Fig. 248, Plate XXXII, and similar to the Jekri I, New Series, drum figured Both the side figures Quadrangular bell on chest. hold sistri with two bells, like Figs. 76 to 78, Plate XII, upheld in their left Plate VIII, Fig. 5. Inst.,"" Vol. Anthrop. ""Journ. the in hands, which they are beating with sticks in then right hands. This plaque gives a fair idea of the kind of music used in Benin. 178 PLATE 27. Antique Works of Art from Benin. 55",Rectangular bronze plaque with fish motif,same primary type: plaque | shared material: bronze
fig_181,fig_181.jpg,4,plaque,2012.103.13,23,plaque,2012.103.13_1.png,"-Bronze plaque, rejiresenting three figures, the central one beating a drum The drum has pegs with knobs to with his fingers, and no drum-sticks. fasten down the skin, like Fig. 248, Plate XXXII, and similar to the Jekri I, New Series, drum figured Both the side figures Quadrangular bell on chest. hold sistri with two bells, like Figs. 76 to 78, Plate XII, upheld in their left Plate VIII, Fig. 5. Inst.,"" Vol. Anthrop. ""Journ. the in hands, which they are beating with sticks in then right hands. This plaque gives a fair idea of the kind of music used in Benin. 178 PLATE 27. Antique Works of Art from Benin. 55",Rectangular bronze plaque with three standing figures,same primary type: plaque | shared material: bronze
fig_181,fig_181.jpg,5,plaque,1900.39.1,20,plaque,1900.39.1.png,"-Bronze plaque, rejiresenting three figures, the central one beating a drum The drum has pegs with knobs to with his fingers, and no drum-sticks. fasten down the skin, like Fig. 248, Plate XXXII, and similar to the Jekri I, New Series, drum figured Both the side figures Quadrangular bell on chest. hold sistri with two bells, like Figs. 76 to 78, Plate XII, upheld in their left Plate VIII, Fig. 5. Inst.,"" Vol. Anthrop. ""Journ. the in hands, which they are beating with sticks in then right hands. This plaque gives a fair idea of the kind of music used in Benin. 178 PLATE 27. Antique Works of Art from Benin. 55",Brass relief plaque depicting a human figure,same primary type: plaque
fig_183,fig_183.jpg,1,head,1900.39.7,20,head,1900.39.7.png,"Wooden head-dress, with carved representations of animals on top. Said to be from Benin, West Africa. It was brought over from West Africa, It is similar in character to Figs. 176 and 177, with things from Benin. Plate XXVI. It is perhaps Jekri, see a paper by Messrs. Granville and Ling Both in the "" Journ. Anthrop. Inst."" Vol. I, New Series, Plate VIII, Fig. 3. 56 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a ram’s head,same primary type: head
fig_183,fig_183.jpg,2,head,1900.39.8,20,head,1900.39.8_1.png,"Wooden head-dress, with carved representations of animals on top. Said to be from Benin, West Africa. It was brought over from West Africa, It is similar in character to Figs. 176 and 177, with things from Benin. Plate XXVI. It is perhaps Jekri, see a paper by Messrs. Granville and Ling Both in the "" Journ. Anthrop. Inst."" Vol. I, New Series, Plate VIII, Fig. 3. 56 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head
fig_183,fig_183.jpg,3,head,1900.39.9,20,head,1900.39.9.png,"Wooden head-dress, with carved representations of animals on top. Said to be from Benin, West Africa. It was brought over from West Africa, It is similar in character to Figs. 176 and 177, with things from Benin. Plate XXVI. It is perhaps Jekri, see a paper by Messrs. Granville and Ling Both in the "" Journ. Anthrop. Inst."" Vol. I, New Series, Plate VIII, Fig. 3. 56 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head
fig_183,fig_183.jpg,4,head,1966.13.1,20,head,1966.13.1_1.png,"Wooden head-dress, with carved representations of animals on top. Said to be from Benin, West Africa. It was brought over from West Africa, It is similar in character to Figs. 176 and 177, with things from Benin. Plate XXVI. It is perhaps Jekri, see a paper by Messrs. Granville and Ling Both in the "" Journ. Anthrop. Inst."" Vol. I, New Series, Plate VIII, Fig. 3. 56 Antique Works of Art from Benin.",Bronze head,same primary type: head
fig_183,fig_183.jpg,5,head,1967.45.1,20,head,1967.45.1.png,"Wooden head-dress, with carved representations of animals on top. Said to be from Benin, West Africa. It was brought over from West Africa, It is similar in character to Figs. 176 and 177, with things from Benin. Plate XXVI. It is perhaps Jekri, see a paper by Messrs. Granville and Ling Both in the "" Journ. Anthrop. Inst."" Vol. I, New Series, Plate VIII, Fig. 3. 56 Antique Works of Art from Benin.",Terracotta head,same primary type: head
fig_186,fig_186.jpg,1,figure,1909.1.2,24,figure,1909.1.2.png,"Curved iron knife, with handle carved as a human figure. The edge is on the convex side.",Bronze staff with double human figures at either end,same primary type: figure | shared feature: human figure
fig_186,fig_186.jpg,2,figure,1979.8.1,24,figure,1979.8.1.png,"Curved iron knife, with handle carved as a human figure. The edge is on the convex side.",Wooden stool with carved decoration depicting human figures,same primary type: figure | shared feature: human figure
fig_186,fig_186.jpg,3,figure,1991.13.4,24,figure,,"Curved iron knife, with handle carved as a human figure. The edge is on the convex side.",Ivory ladle with inlaid bronze and a bronze human figure on the handle,same primary type: figure | shared feature: human figure
fig_186,fig_186.jpg,4,figure,1899.86.13,20,figure,1899.86.13.png,"Curved iron knife, with handle carved as a human figure. The edge is on the convex side.",Bronze foot broken from a figure,same primary type: figure
fig_186,fig_186.jpg,5,figure,1900.39.5,20,figure,1900.39.5.png,"Curved iron knife, with handle carved as a human figure. The edge is on the convex side.",Brass staff with the figure of a bird,same primary type: figure
fig_190,fig_190.jpg,1,head,1991.13.5,23,head,1991.13.5.png,"A dagger or prod of ivory. Negro head on the upper part, below which is a human- female figure reversed and crouched ; the hands holding the breasts ; the legs crouched up. Stained yellow ; blunt pointed.",Ivory commemorative head with eyes inlaid with bronze,same primary type: head | shared material: ivory
fig_190,fig_190.jpg,2,head,1900.39.7,20,head,1900.39.7.png,"A dagger or prod of ivory. Negro head on the upper part, below which is a human- female figure reversed and crouched ; the hands holding the breasts ; the legs crouched up. Stained yellow ; blunt pointed.",Bronze hip-ornament mask depicting a ram’s head,same primary type: head
fig_190,fig_190.jpg,3,head,1900.39.8,20,head,1900.39.8_1.png,"A dagger or prod of ivory. Negro head on the upper part, below which is a human- female figure reversed and crouched ; the hands holding the breasts ; the legs crouched up. Stained yellow ; blunt pointed.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head
fig_190,fig_190.jpg,4,head,1900.39.9,20,head,1900.39.9.png,"A dagger or prod of ivory. Negro head on the upper part, below which is a human- female figure reversed and crouched ; the hands holding the breasts ; the legs crouched up. Stained yellow ; blunt pointed.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head
fig_190,fig_190.jpg,5,head,1966.13.1,20,head,1966.13.1_1.png,"A dagger or prod of ivory. Negro head on the upper part, below which is a human- female figure reversed and crouched ; the hands holding the breasts ; the legs crouched up. Stained yellow ; blunt pointed.",Bronze head,same primary type: head
fig_192,fig_192.jpg,1,tusk,1938.34.94,20,tusk,1938.34.94_1.png,"Point of elephant's tusk, carved with a representation of a At point, a skeleton of a crocodile, and a human human figure kneeling. head at base, the mouth of which is peculiar. It appears to be a whistle or musical instrument.",Ivory side-blast trumpet,same primary type: tusk
fig_192,fig_192.jpg,2,tusk,1991.13.1,20,tusk,1991.13.1_3.png,"Point of elephant's tusk, carved with a representation of a At point, a skeleton of a crocodile, and a human human figure kneeling. head at base, the mouth of which is peculiar. It appears to be a whistle or musical instrument.",Carved ivory tusk burnt in the fires during the desecration of Benin City,same primary type: tusk
fig_192,fig_192.jpg,3,tusk,1991.13.2,20,tusk,1991.13.1_3.png,"Point of elephant's tusk, carved with a representation of a At point, a skeleton of a crocodile, and a human human figure kneeling. head at base, the mouth of which is peculiar. It appears to be a whistle or musical instrument.",Carved ivory tusk,same primary type: tusk
fig_192,fig_192.jpg,4,tusk,1991.13.20,20,tusk,1991.13.20.png,"Point of elephant's tusk, carved with a representation of a At point, a skeleton of a crocodile, and a human human figure kneeling. head at base, the mouth of which is peculiar. It appears to be a whistle or musical instrument.",Side-blown ivory trumpet,same primary type: tusk
fig_192,fig_192.jpg,5,tusk,1991.13.28,20,tusk,1991.13.28.png,"Point of elephant's tusk, carved with a representation of a At point, a skeleton of a crocodile, and a human human figure kneeling. head at base, the mouth of which is peculiar. It appears to be a whistle or musical instrument.",Ivory side-blown trumpet (fragment),same primary type: tusk
fig_194,fig_194.jpg,1,figure,1991.13.4,27,figure,,"Knife with ivory handle. The brass sheath ornamented with human figures, a floral ornament, and a man on a horse.",Ivory ladle with inlaid bronze and a bronze human figure on the handle,same primary type: figure | shared material: ivory | shared feature: human figure
fig_194,fig_194.jpg,2,figure,1900.39.24,24,figure,1900.39.24.png,"Knife with ivory handle. The brass sheath ornamented with human figures, a floral ornament, and a man on a horse.",Wooden figure of a horse-rider,same primary type: figure | shared feature: horse
fig_194,fig_194.jpg,3,figure,1909.1.2,24,figure,1909.1.2.png,"Knife with ivory handle. The brass sheath ornamented with human figures, a floral ornament, and a man on a horse.",Bronze staff with double human figures at either end,same primary type: figure | shared feature: human figure
fig_194,fig_194.jpg,4,figure,1979.8.1,24,figure,1979.8.1.png,"Knife with ivory handle. The brass sheath ornamented with human figures, a floral ornament, and a man on a horse.",Wooden stool with carved decoration depicting human figures,same primary type: figure | shared feature: human figure
fig_194,fig_194.jpg,5,figure,1900.39.5,23,figure,1900.39.5.png,"Knife with ivory handle. The brass sheath ornamented with human figures, a floral ornament, and a man on a horse.",Brass staff with the figure of a bird,same primary type: figure | shared material: brass
fig_196,fig_196.jpg,1,head,1900.39.8,27,head,1900.39.8_1.png,"Pointed rod of bronze, ornamented with two heads. Head-dress of upper head ornamented with bands of straight line diaper pattern. Crocodile head holding lower part of the rod in mouth.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head | shared material: bronze | shared feature: crocodile
fig_196,fig_196.jpg,2,head,1900.39.9,27,head,1900.39.9.png,"Pointed rod of bronze, ornamented with two heads. Head-dress of upper head ornamented with bands of straight line diaper pattern. Crocodile head holding lower part of the rod in mouth.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head | shared material: bronze | shared feature: crocodile
fig_196,fig_196.jpg,3,head,1900.39.7,23,head,1900.39.7.png,"Pointed rod of bronze, ornamented with two heads. Head-dress of upper head ornamented with bands of straight line diaper pattern. Crocodile head holding lower part of the rod in mouth.",Bronze hip-ornament mask depicting a ram’s head,same primary type: head | shared material: bronze
